ID,시도,시군구,읍면동,행정기관코드,총인구수,어린이,노인
1758,경상북도;경상북도;경상북도,상주시;상주시;상주시,동문동;동성동;신흥동,4725055000;4725056000;4725057000,18823,2696,5263
1759,경상북도;경상북도;경상북도;경상북도,문경시;문경시;문경시;문경시,문경읍;문경읍갈평출장소;가은읍;가은읍북부출장소,4728025000;4728025100;4728025300;4728025400,10499,849,4835
1760,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,문경시;문경시;문경시;문경시;문경시;문경시;문경시,영순면;산양면;호계면;산북면;동로면;마성면;농암면,4728031000;4728032000;4728033000;4728034000;4728035000;4728036000;4728037000,17633,1145,8843
1761,경상북도;경상북도;경상북도,문경시;문경시;문경시,점촌1동;점촌2동;점촌3동,4728057000;4728058000;4728059000,20105,2620,6698
1762,경상북도,경산시,하양읍,4729025000,32850,5225,5924
1763,경상북도,경산시,진량읍,4729025300,33361,4250,6452
1764,경상북도;경상북도,문경시;문경시,점촌4동;점촌5동,4728060000;4728061000,18438,3137,3945
1765,경상북도,경산시,압량읍,4729025600,21984,3613,3629
1766,경상북도;경상북도;경상북도;경상북도;경상북도,경산시;경산시;경산시;경산시;경산시,와촌면;자인면;용성면;남산면;남천면,4729031000;4729033000;4729034000;4729035000;4729037000,19703,1024,8982
1767,경상북도;경상북도,경산시;경산시,중방동;중앙동,4729051000;4729052000,16485,1509,4223
1768,경상북도,경산시,서부1동,4729054100,30031,4720,6550
1769,경상북도,경산시,서부2동,4729054200,41528,7526,6913
1770,경상북도,경산시,남부동,4729053000,18376,3228,4070
1771,경상북도,경산시,동부동,4729056000,35584,5698,6484
1772,경상북도,경산시,북부동,4729055000,16348,1622,2647
1773,경상북도,의성군,의성읍,4773025000,12201,1489,4266
1774,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,의성군;의성군;의성군;의성군;의성군;의성군;의성군;의성군;의성군,단촌면;점곡면;옥산면;사곡면;춘산면;가음면;금성면;봉양면;비안면,4773031000;4773032000;4773033000;4773034000;4773035000;4773036000;4773037000;4773038000;4773039000,19829,1049,10504
1775,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,의성군;의성군;의성군;의성군;의성군;의성군;의성군;의성군,구천면;단밀면;단북면;안계면;다인면;신평면;안평면;안사면,4773040000;4773041000;4773042000;4773043000;4773044000;4773045000;4773046000;4773047000,16426,893,8545
1776,경상북도,청송군,청송읍,4775025000,4840,498,1709
1777,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,청송군;청송군;청송군;청송군;청송군;청송군;청송군,주왕산면;부남면;현동면;현서면;안덕면;파천면;진보면,4775031500;4775032000;4775033000;4775034000;4775035000;4775036000;4775037000,18760,1264,8735
1778,경상북도,영양군,영양읍,4776025000,6677,820,2266
1779,경상북도;경상북도;경상북도;경상북도;경상북도,영양군;영양군;영양군;영양군;영양군,입암면;청기면;일월면;수비면;석보면,4776031000;4776032000;4776033000;4776034000;4776035000,8584,475,4340
1780,경상북도,영덕군,영덕읍,4777025000,10129,1375,3134
1781,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,영덕군;영덕군;영덕군;영덕군;영덕군;영덕군;영덕군;영덕군;영덕군;영덕군,강구면;남정면;달산면;지품면;지품면원전출장소;축산면;축산면축산출장소;영해면;병곡면;창수면,4777031000;4777032000;4777033000;4777034000;4777034500;4777035000;4777035500;4777036000;4777037000;4777038000,22870,1448,11392
1782,경상북도;경상북도;경상북도;경상북도,청도군;청도군;청도군;청도군,화양읍;화양읍남성현출장소;청도읍;청도읍유호출장소,4782025000;4782025100;4782025300;4782025400,19088,1986,7229
1783,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,청도군;청도군;청도군;청도군;청도군;청도군;청도군,각남면;풍각면;각북면;이서면;운문면;금천면;매전면,4782031000;4782032000;4782033000;4782034000;4782035000;4782036000;4782037000,21349,1122,10886
1784,경상북도,고령군,대가야읍,4783025300,9414,1119,2957
1785,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,고령군;고령군;고령군;고령군;고령군;고령군;고령군,덕곡면;운수면;성산면;다산면;개진면;우곡면;쌍림면,4783031000;4783032000;4783033000;4783034000;4783035000;4783036000;4783037000,20563,1516,8566
1786,경상북도,성주군,성주읍,4784025000,13170,1918,3441
1787,경상북도,칠곡군,왜관읍,4785025000,30411,4464,6902
1788,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,성주군;성주군;성주군;성주군;성주군;성주군;성주군;성주군;성주군,선남면;용암면;수륜면;가천면;금수강산면;대가면;벽진면;초전면;월항면,4784031000;4784032000;4784033000;4784034000;4784035500;4784036000;4784037000;4784038000;4784039000,28044,1475,12788
1789,경상북도,칠곡군,북삼읍,4785025300,22897,3750,3329
1790,경상북도,칠곡군,석적읍,4785025600,29800,6544,2410
1791,경상북도;경상북도;경상북도;경상북도;경상북도,칠곡군;칠곡군;칠곡군;칠곡군;칠곡군,지천면;동명면;가산면;약목면;기산면,4785031000;4785032000;4785033000;4785036000;4785037000,23413,1337,9448
1792,경상북도,예천군,예천읍,4790025000,13623,1589,4944
1793,경상북도,예천군,호명읍,4790025300,20850,5774,2308
1794,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,예천군;예천군;예천군;예천군;예천군;예천군,용문면;감천면;보문면;유천면;용궁면;개포면,4790031000;4790034000;4790035000;4790037000;4790038000;4790039000,12117,642,6758
1795,경상북도;경상북도;경상북도;경상북도,예천군;예천군;예천군;예천군,지보면;풍양면;효자면;은풍면,4790040000;4790041000;4790042000;4790043000,7711,332,4376
1796,경상북도,봉화군,봉화읍,4792025000,9016,1250,3085
1797,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,봉화군;봉화군;봉화군;봉화군;봉화군;봉화군;봉화군;봉화군;봉화군,물야면;봉성면;법전면;춘양면;소천면;재산면;명호면;상운면;석포면,4792031000;4792032000;4792033000;4792034000;4792035000;4792036000;4792037000;4792038000;4792039000,19572,1226,9566
1798,경상북도;경상북도,울진군;울진군,울진읍;평해읍,4793025000;4793025300,16154,2454,4226
1799,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,울진군;울진군;울진군;울진군;울진군;울진군;울진군;울진군,북면;북면하당출장소;근남면;기성면;온정면;죽변면;후포면;금강송면,4793031000;4793031500;4793033000;4793035000;4793036000;4793037000;4793038000;4793039000,27996,2789,9873
1800,경상북도,울진군,매화면,4793040000,1895,98,1003
1801,경상북도,울릉군,울릉읍,4794025000,6314,541,1771
1802,경상북도;경상북도;경상북도,울릉군;울릉군;울릉군,서면;서면태하출장소;북면,4794031000;4794031500;4794032000,2726,159,1000
1803,경상남도,창원시 의창구,북면,4812131000,44083,10176,6505
1804,경상남도,창원시 의창구,동읍,4812125000,18275,2099,4832
1805,경상남도,창원시 의창구,의창동,4812151000,48142,7843,8141
1806,경상남도,창원시 의창구,대산면,4812132000,6638,463,2590
1807,경상남도,창원시 의창구,명곡동,4812153000,38826,4960,7415
1808,경상남도,창원시 의창구,팔룡동,4812152000,24630,3776,3300
1809,경상남도,창원시 성산구,반송동,4812351000,38768,7115,5806
1810,경상남도,창원시 의창구,봉림동,4812154000,29152,2728,6244
1811,경상남도,창원시 성산구,중앙동,4812352000,37532,5065,4460
1812,경상남도,창원시 성산구,용지동,4812351500,25965,3990,3988
1813,경상남도,창원시 성산구,사파동,4812354000,44050,6678,6073
1814,경상남도,창원시 성산구,가음정동,4812355000,37198,6200,4741
1815,경상남도,창원시 성산구,상남동,4812353000,26142,4402,3304
1816,경상남도,창원시 성산구,성주동,4812356000,26703,4643,2865
1817,경상남도,창원시 성산구,웅남동,4812357000,6986,865,1587
1818,경상남도;경상남도;경상남도;경상남도,창원시 마산합포구;창원시 마산합포구;창원시 마산합포구;창원시 마산합포구,구산면;진동면;진북면;진전면,4812531000;4812532000;4812533000;4812534000,22112,2237,8426
1819,경상남도,창원시 마산합포구,월영동,4812553000,40682,7953,7234
1820,경상남도;경상남도;경상남도,창원시 마산합포구;창원시 마산합포구;창원시 마산합포구,현동;가포동;문화동,4812551000;4812552000;4812554000,29386,4754,6324
1821,경상남도;경상남도,창원시 마산합포구;창원시 마산합포구,반월중앙동;완월동,4812556500;4812557000,21413,2529,6476
1822,경상남도,창원시 마산합포구,자산동,4812558000,8872,942,2859
1823,경상남도,창원시 마산합포구,교방동,4812561000,18849,3214,4350
1824,경상남도;경상남도,창원시 마산합포구;창원시 마산합포구,오동동;합포동,4812563000;4812564000,24593,2416,7694
1825,경상남도,창원시 마산회원구,내서읍,4812725000,58603,9616,10595
1826,경상남도,창원시 마산합포구,산호동,4812565000,11266,1265,3234
1827,경상남도;경상남도,창원시 마산회원구;창원시 마산회원구,회원1동;회원2동,4812751000;4812752000,18863,2088,6201
1828,경상남도;경상남도,창원시 마산회원구;창원시 마산회원구,석전동;회성동,4812754500;4812755000,20762,2264,6356
1829,경상남도,창원시 마산회원구,양덕2동,4812757000,33963,6825,5651
1830,경상남도;경상남도;경상남도,창원시 마산회원구;창원시 마산회원구;창원시 마산회원구,양덕1동;합성1동;합성2동,4812756000;4812758000;4812759000,27106,2996,7590
1831,경상남도;경상남도;경상남도,창원시 마산회원구;창원시 마산회원구;창원시 마산회원구,구암1동;구암2동;봉암동,4812760000;4812761000;4812762000,19437,1927,5752
1832,경상남도;경상남도;경상남도,창원시 진해구;창원시 진해구;창원시 진해구,충무동;여좌동;태백동,4812953000;4812954000;4812955000,26459,3416,7826
1833,경상남도;경상남도,창원시 진해구;창원시 진해구,경화동;병암동,4812956000;4812957000,17135,2515,4328
1834,경상남도;경상남도,창원시 진해구;창원시 진해구,석동;이동,4812958000;4812959000,25105,3772,5019
1835,경상남도;경상남도,창원시 진해구;창원시 진해구,자은동;덕산동,4812960000;4812961000,29176,5386,5364
1836,경상남도,창원시 진해구,풍호동,4812962000,24656,5846,3777
1837,경상남도,창원시 진해구,웅동2동,4812965000,43296,8751,4943
1838,경상남도;경상남도,창원시 진해구;창원시 진해구,웅천동;웅동1동,4812963000;4812964000,21471,4000,3780
1839,경상남도,진주시,문산읍,4817025000,7519,1035,2313
1840,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,진주시;진주시;진주시;진주시;진주시;진주시;진주시;진주시,내동면;정촌면;금곡면;진성면;일반성면;이반성면;사봉면;지수면,4817031000;4817032000;4817033000;4817035000;4817036000;4817037000;4817038000;4817039000,22805,2700,7624
1841,경상남도;경상남도;경상남도;경상남도,진주시;진주시;진주시;진주시,대곡면;금산면;집현면;미천면,4817040000;4817041000;4817042000;4817043000,28361,4506,7415
1842,경상남도;경상남도;경상남도,진주시;진주시;진주시,명석면;대평면;수곡면,4817044000;4817045000;4817046000,6783,388,3090
1843,경상남도,진주시,천전동,4817051500,26634,3193,6818
1844,경상남도;경상남도,진주시;진주시,성북동;중앙동,4817055500;4817056500,19606,1616,6860
1845,경상남도,진주시,상봉동,4817059500,12718,1193,3957
1846,경상남도,진주시,상대동,4817067300,17914,1889,4681
1847,경상남도,진주시,하대동,4817067800,22388,2755,4762
1848,경상남도,진주시,상평동,4817068000,10558,1408,2516
1849,경상남도,진주시,초장동,4817069500,27272,6912,2583
1850,경상남도,진주시,평거동,4817071000,25267,4172,4241
1851,경상남도;경상남도,진주시;진주시,신안동;이현동,4817071500;4817072000,20842,2714,5511
1852,경상남도,진주시,가호동,4817074000,36010,6565,3924
1853,경상남도,진주시,충무공동,4817075000,33625,9647,2006
1854,경상남도,진주시,판문동,4817073000,19960,4506,3034
1855,경상남도,통영시,산양읍,4822025000,4261,259,1781
1856,경상남도,통영시,광도면,4822034000,30611,6880,4143
1857,경상남도;경상남도;경상남도;경상남도;경상남도,통영시;통영시;통영시;통영시;통영시,용남면;도산면;욕지면;한산면;사량면,4822031000;4822033000;4822035000;4822036000;4822037000,19349,2416,6347
1858,경상남도;경상남도;경상남도;경상남도,통영시;통영시;통영시;통영시,도천동;명정동;중앙동;정량동,4822051000;4822053000;4822055000;4822059000,21766,2062,7651
1859,경상남도;경상남도;경상남도,통영시;통영시;통영시,북신동;미수동;봉평동,4822060000;4822066500;4822067000,28813,3942,8360
1860,경상남도,통영시,무전동,4822070000,12992,2137,2477
1861,경상남도,사천시,사천읍,4824025000,16976,2531,3177
1862,경상남도,사천시,정동면,4824031000,13536,2683,2109
1863,경상남도;경상남도;경상남도;경상남도,사천시;사천시;사천시;사천시,사남면;용현면;축동면;곤양면,4824032000;4824033000;4824034000;4824035000,29492,5348,6686
1864,경상남도;경상남도,사천시;사천시,곤명면;서포면,4824036000;4824037000,5936,276,2912
1865,경상남도;경상남도;경상남도,사천시;사천시;사천시,동서동;선구동;동서금동,4824051000;4824052000;4824053000,15891,1554,5997
1866,경상남도;경상남도;경상남도,사천시;사천시;사천시,벌용동;향촌동;남양동,4824055000;4824057000;4824059500,26030,3391,7355
1867,경상남도,김해시,진영읍,4825025000,53326,10886,8399
1868,경상남도,사천시,신수출장소,4824089000,221,7,123
1869,경상남도;경상남도,김해시;김해시,주촌면;진례면,4825032000;4825033000,25385,4893,4012
1870,경상남도;경상남도;경상남도;경상남도,김해시;김해시;김해시;김해시,한림면;생림면;상동면;대동면,4825034000;4825035000;4825036000;4825037000,17927,862,7939
1871,경상남도,김해시,내외동,4825054000,68692,9537,10310
1872,경상남도,김해시,북부동,4825055000,80727,15330,10323
1873,경상남도;경상남도;경상남도,김해시;김해시;김해시,동상동;회현동;부원동,4825051000;4825052000;4825053000,25593,2707,6361
1874,경상남도,김해시,활천동,4825058000,36274,4652,6923
1875,경상남도,김해시,삼안동,4825059000,35693,4234,6291
1876,경상남도,김해시,칠산서부동,4825056500,8745,895,2269
1877,경상남도,김해시,장유1동,4825061000,62914,13006,7112
1878,경상남도,김해시,장유2동,4825062000,37005,7132,4336
1879,경상남도,김해시,장유3동,4825063000,72888,19824,6217
1880,경상남도,김해시,불암동,4825060000,6546,885,1415
1881,경상남도;경상남도;경상남도,밀양시;밀양시;밀양시,삼랑진읍;삼랑진임천출장소;하남읍,4827025000;4827025100;4827025300,12797,854,5799
1882,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,밀양시;밀양시;밀양시;밀양시;밀양시;밀양시;밀양시,부북면;상동면;산외면;산내면;단장면;상남면;초동면,4827031000;4827032000;4827033000;4827034000;4827035000;4827036000;4827037000,29765,1732,13906
1883,경상남도;경상남도,밀양시;밀양시,무안면;청도면,4827038000;4827039000,6309,428,3303
1884,경상남도;경상남도,밀양시;밀양시,내일동;내이동,4827051000;4827052000,19655,2941,4444
1885,경상남도;경상남도,밀양시;밀양시,삼문동;가곡동,4827053000;4827054000,26385,4398,6405
1886,경상남도,밀양시,교동,4827055000,5351,647,1448
1887,경상남도;경상남도;경상남도;경상남도;경상남도,거제시;거제시;거제시;거제시;거제시,일운면;동부면;남부면;거제면;둔덕면,4831031000;4831032000;4831033000;4831034000;4831035000,21523,2041,7733
1888,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,거제시;거제시;거제시;거제시;거제시;거제시;거제시,사등면;사등면가조출장소;연초면;하청면;하청면칠천출장소;장목면;장목면외포출장소,4831036000;4831036600;4831037000;4831038000;4831038500;4831039000;4831039500,28266,3453,8344
1889,경상남도;경상남도,거제시;거제시,장승포동;능포동,4831051000;4831053000,13548,1619,3221
1890,경상남도,거제시,아주동,4831054000,24899,6612,1587
1891,경상남도,거제시,옥포1동,4831055000,7075,1030,1236
1892,경상남도,거제시,옥포2동,4831056000,23951,4115,3908
1893,경상남도,거제시,고현동,4831058000,36220,7010,4834
1894,경상남도,거제시,상문동,4831059000,34408,9598,2264
1895,경상남도,거제시,장평동,4831057000,19605,3000,2033
1896,경상남도,양산시,물금읍,4833025300,116558,25925,14590
1897,경상남도,양산시,동면,4833031000,56182,11500,7637
1898,경상남도,거제시,수양동,4831060000,22456,6093,1829
1899,경상남도;경상남도;경상남도,양산시;양산시;양산시,원동면;상북면;하북면,4833032000;4833033000;4833034000,24192,1855,8487
1900,경상남도,양산시,중앙동,4833051000,10617,810,3067
1901,경상남도,양산시,양주동,4833051500,29899,4788,5582
1902,경상남도;경상남도,양산시;양산시,삼성동;강서동,4833052000;4833053000,27850,3562,5496
1903,경상남도,양산시,서창동,4833054000,26218,4356,5026
1904,경상남도,양산시,소주동,4833055000,19682,2507,4626
1905,경상남도,양산시,평산동,4833056000,28182,4250,7115
1906,경상남도,양산시,덕계동,4833057000,20674,3623,3775
1907,경상남도,의령군,의령읍,4872025000,8963,1340,2381
1908,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,의령군;의령군;의령군;의령군;의령군;의령군;의령군;의령군;의령군,가례면;칠곡면;대의면;화정면;용덕면;정곡면;지정면;낙서면;부림면,4872031000;4872032000;4872033000;4872034000;4872035000;4872036000;4872037000;4872038000;4872039000,12892,621,6535
1909,경상남도;경상남도;경상남도,의령군;의령군;의령군,봉수면;궁류면;유곡면,4872040000;4872041500;4872042000,3090,101,1809
1910,경상남도,함안군,가야읍,4873025000,16860,2467,4375
1911,경상남도,함안군,칠원읍,4873025300,17824,3591,3622
1912,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,함안군;함안군;함안군;함안군;함안군;함안군;함안군;함안군,함안면;군북면;법수면;대산면;칠서면;칠북면;산인면;여항면,4873031000;4873032000;4873033000;4873034000;4873035000;4873036000;4873038000;4873039000,23767,1543,10765
1913,경상남도;경상남도,창녕군;창녕군,창녕읍;남지읍,4874025000;4874025300,26785,3898,8024
1914,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,창녕군;창녕군;창녕군;창녕군;창녕군;창녕군;창녕군;창녕군;창녕군,고암면;성산면;대합면;이방면;유어면;대지면;계성면;영산면;장마면,4874031000;4874032000;4874033000;4874034000;4874035000;4874036000;4874037000;4874038000;4874039000,21641,1449,10103
1915,경상남도;경상남도;경상남도,창녕군;창녕군;창녕군,도천면;길곡면;부곡면,4874040000;4874041000;4874042000,7281,364,3453
1916,경상남도,고성군,고성읍,4882025000,22597,3612,6015
1917,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,고성군;고성군;고성군;고성군;고성군;고성군;고성군;고성군;고성군,삼산면;하일면;하이면;상리면;대가면;영현면;영오면;개천면;구만면,4882031000;4882032000;4882033000;4882034000;4882035000;4882036000;4882037000;4882038000;4882039000,13126,727,6701
1918,경상남도;경상남도;경상남도;경상남도,고성군;고성군;고성군;고성군,회화면;마암면;동해면;거류면,4882040000;4882041000;4882042000;4882043000,11928,848,5283
1919,경상남도,남해군,남해읍,4884025000,12170,1842,3337
1920,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,남해군;남해군;남해군;남해군;남해군;남해군;남해군;남해군;남해군,이동면;상주면;삼동면;미조면;남면;서면;고현면;설천면;창선면,4884031000;4884032000;4884033000;4884034000;4884035000;4884036000;4884037000;4884038000;4884039000,27395,1792,13810
1921,경상남도,하동군,하동읍,4885025000,9139,1145,2906
1922,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,하동군;하동군;하동군;하동군;하동군;하동군;하동군;하동군;하동군,화개면;악양면;적량면;횡천면;고전면;금남면;진교면;양보면;북천면,4885031000;4885032000;4885033000;4885034000;4885035000;4885036000;4885037000;4885038000;4885039000,23378,1640,10659
1923,경상남도;경상남도;경상남도,하동군;하동군;하동군,청암면;옥종면;금성면,4885040000;4885041000;4885042000,7989,621,3409
1924,경상남도,산청군,산청읍,4886025000,6520,824,2228
1925,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,산청군;산청군;산청군;산청군;산청군;산청군;산청군;산청군;산청군,차황면;오부면;생초면;금서면;삼장면;시천면;단성면;신안면;생비량면,4886031000;4886032000;4886033000;4886034000;4886035000;4886036000;4886037000;4886038000;4886039000,24716,1758,11065
1926,경상남도,산청군,신등면,4886040000,1922,81,1028
1927,경상남도,함양군,함양읍,4887025000,17072,2655,4775
1928,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,함양군;함양군;함양군;함양군;함양군;함양군;함양군;함양군;함양군,마천면;휴천면;유림면;수동면;지곡면;안의면;서하면;서상면;백전면,4887031000;4887032000;4887033000;4887034000;4887035000;4887036000;4887037000;4887038000;4887039000,17567,1010,8963
1929,경상남도,거창군,거창읍,4888025000,39773,7375,8957
1930,경상남도,함양군,병곡면,4887040000,1224,59,597
1931,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,거창군;거창군;거창군;거창군;거창군;거창군;거창군;거창군;거창군,주상면;웅양면;고제면;북상면;위천면;마리면;남상면;남하면;신원면,4888031000;4888032000;4888033000;4888034000;4888035000;4888036000;4888037000;4888038000;4888039000,14927,841,7893
1932,경상남도;경상남도,거창군;거창군,가조면;가북면,4888040000;4888041000,4746,228,2504
1933,경상남도,합천군,합천읍,4889025000,10493,1559,2847
1934,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,합천군;합천군;합천군;합천군;합천군;합천군;합천군;합천군;합천군,봉산면;묘산면;가야면;야로면;율곡면;초계면;쌍책면;덕곡면;청덕면,4889031000;4889032000;4889033000;4889034000;4889035000;4889036000;4889037000;4889038000;4889039000,16387,772,8613
1935,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,합천군;합천군;합천군;합천군;합천군;합천군;합천군,적중면;대양면;쌍백면;삼가면;가회면;대병면;용주면,4889040000;4889041000;4889042000;4889043000;4889044000;4889045000;4889046000,12989,702,6820
1936,제주특별자치도,제주시,애월읍,5011025300,38094,6506,7659
1937,제주특별자치도,제주시,한림읍,5011025000,20350,2789,5245
1938,제주특별자치도,제주시,구좌읍,5011025600,15122,1769,4431
1939,제주특별자치도,제주시,조천읍,5011025900,25821,4035,5668
1940,제주특별자치도;제주특별자치도;제주특별자치도,제주시;제주시;제주시,한경면;추자면;우도면,5011031000;5011032000;5011033000,12644,1408,3988
1941,제주특별자치도,제주시,일도2동,5011052000,30975,5406,6401
1942,제주특별자치도,제주시,이도2동,5011054000,46521,8847,7121
1943,제주특별자치도;제주특별자치도;제주특별자치도;제주특별자치도,제주시;제주시;제주시;제주시,일도1동;이도1동;삼도1동;삼도2동,5011051000;5011053000;5011055000;5011056000,29971,4173,7098
1944,제주특별자치도;제주특별자치도;제주특별자치도,제주시;제주시;제주시,용담1동;용담2동;건입동,5011057000;5011058000;5011059000,28649,4018,7320
1945,제주특별자치도,제주시,화북동,5011060000,23113,4511,3928
1946,제주특별자치도,제주시,삼양동,5011061000,26511,6533,3382
1947,제주특별자치도,제주시,아라동,5011063000,40649,9018,4514
1948,제주특별자치도,제주시,연동,5011065000,42466,6696,5946
1949,제주특별자치도,제주시,노형동,5011066000,54632,10773,6547
1950,제주특별자치도;제주특별자치도,제주시;제주시,봉개동;오라동,5011062000;5011064000,21073,4462,3007
1951,제주특별자치도;제주특별자치도;제주특별자치도,제주시;제주시;제주시,외도동;이호동;도두동,5011067000;5011068000;5011069000,29909,6428,3986
1952,제주특별자치도,서귀포시,대정읍,5013025000,21988,4335,4980
1953,제주특별자치도,서귀포시,남원읍,5013025300,18093,2183,5291
1954,제주특별자치도,서귀포시,성산읍,5013025900,14880,1665,4447
1955,제주특별자치도;제주특별자치도,서귀포시;서귀포시,안덕면;표선면,5013031000;5013032000,25138,3789,6222
1956,제주특별자치도;제주특별자치도;제주특별자치도;제주특별자치도;제주특별자치도;제주특별자치도,서귀포시;서귀포시;서귀포시;서귀포시;서귀포시;서귀포시,송산동;정방동;중앙동;천지동;효돈동;영천동,5013051000;5013052000;5013053000;5013054000;5013055000;5013056000,22648,2688,6589
1957,제주특별자치도,서귀포시,동홍동,5013057000,22759,4407,4093
1958,제주특별자치도;제주특별자치도,서귀포시;서귀포시,서홍동;대륜동,5013058000;5013059000,26126,5171,4747
1959,제주특별자치도;제주특별자치도;제주특별자치도,서귀포시;서귀포시;서귀포시,대천동;중문동;예래동,5013060000;5013061000;5013062000,29607,5023,5831
1960,강원특별자치도,춘천시,신북읍,5111025000,7020,520,2652
1961,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,춘천시;춘천시;춘천시;춘천시;춘천시;춘천시,동면;동산면;신동면;남면;서면;사북면,5111031000;5111032000;5111033000;5111034000;5111035000;5111036000,29652,4473,8469
1962,강원특별자치도;강원특별자치도,춘천시;춘천시,북산면;동내면,5111038000;5111039000,20967,3256,4222
1963,강원특별자치도,춘천시,남산면,5111040000,3232,170,1448
1964,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,춘천시;춘천시;춘천시;춘천시;춘천시,교동;조운동;약사명동;근화동;소양동,5111052000;5111053000;5111054500;5111057000;5111058000,29439,4277,6568
1965,강원특별자치도;강원특별자치도,춘천시;춘천시,후평1동;후평2동,5111060000;5111061000,24931,3354,5618
1966,강원특별자치도;강원특별자치도,춘천시;춘천시,후평3동;효자1동,5111061100;5111062000,23413,3541,5395
1967,강원특별자치도,춘천시,석사동,5111065000,32930,5187,6125
1968,강원특별자치도,춘천시,퇴계동,5111066000,46248,8313,8255
1969,강원특별자치도;강원특별자치도,춘천시;춘천시,효자2동;효자3동,5111063000;5111064000,17031,1248,3972
1970,강원특별자치도,춘천시,강남동,5111067500,25434,4327,4791
1971,강원특별자치도,춘천시,신사우동,5111070500,25466,4994,4682
1972,강원특별자치도,원주시,문막읍,5113025000,17178,2157,4347
1973,강원특별자치도,원주시,지정면,5113033000,32878,8388,3080
1974,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,원주시;원주시;원주시;원주시;원주시,소초면;호저면;부론면;귀래면;흥업면,5113031000;5113032000;5113035000;5113036000;5113037000,25096,2002,8849
1975,강원특별자치도;강원특별자치도,원주시;원주시,판부면;신림면,5113038000;5113039000,10525,997,3092
1976,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,원주시;원주시;원주시;원주시,중앙동;원인동;개운동;명륜1동,5113051500;5113052000;5113053000;5113054100,25678,2775,7526
1977,강원특별자치도,원주시,단구동,5113055000,42075,6725,6686
1978,강원특별자치도;강원특별자치도,원주시;원주시,명륜2동;일산동,5113054200;5113056000,26452,3557,5899
1979,강원특별자치도,원주시,학성동,5113057500,4191,314,1491
1980,강원특별자치도,원주시,단계동,5113059000,27300,3818,4987
1981,강원특별자치도;강원특별자치도,원주시;원주시,우산동;태장1동,5113060000;5113061000,25683,3865,5274
1982,강원특별자치도,원주시,태장2동,5113062000,24032,3446,5246
1983,강원특별자치도,원주시,무실동,5113066000,36453,7520,4842
1984,강원특별자치도,원주시,반곡관설동,5113067500,48576,11018,4690
1985,강원특별자치도;강원특별자치도,원주시;원주시,봉산동;행구동,5113063500;5113065000,15867,2048,4322
1986,강원특별자치도,강릉시,주문진읍,5115025000,15485,1331,5944
1987,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,강릉시;강릉시;강릉시;강릉시;강릉시;강릉시;강릉시,성산면;왕산면;구정면;강동면;옥계면;사천면;연곡면,5115031000;5115032000;5115033000;5115034000;5115035000;5115036000;5115037000,27669,2102,10840
1988,강원특별자치도;강원특별자치도;강원특별자치도,강릉시;강릉시;강릉시,홍제동;중앙동;옥천동,5115051000;5115052000;5115054000,21148,2639,5874
